0.000000000000000000e+00,8.437500000000000000e-01,8.584166666666667167e-01
1.000000000000000000e+00,9.062500000000000000e-01,8.943333333333333135e-01
2.000000000000000000e+00,1.000000000000000000e+00,9.145833333333333037e-01
3.000000000000000000e+00,9.687500000000000000e-01,9.217499999999999583e-01
4.000000000000000000e+00,9.687500000000000000e-01,9.259166666666667211e-01
5.000000000000000000e+00,9.687500000000000000e-01,9.314999999999999947e-01
6.000000000000000000e+00,1.000000000000000000e+00,9.350000000000000533e-01
7.000000000000000000e+00,1.000000000000000000e+00,9.381666666666667043e-01
8.000000000000000000e+00,1.000000000000000000e+00,9.400833333333333819e-01
9.000000000000000000e+00,1.000000000000000000e+00,9.404166666666666785e-01
1.000000000000000000e+01,9.687500000000000000e-01,9.404166666666666785e-01
1.100000000000000000e+01,1.000000000000000000e+00,9.439166666666666261e-01
1.200000000000000000e+01,1.000000000000000000e+00,9.431666666666667087e-01
1.300000000000000000e+01,9.687500000000000000e-01,9.458333333333333037e-01
1.400000000000000000e+01,1.000000000000000000e+00,9.439166666666666261e-01
1.500000000000000000e+01,9.687500000000000000e-01,9.451666666666667105e-01
1.600000000000000000e+01,9.687500000000000000e-01,9.445000000000000062e-01
1.700000000000000000e+01,1.000000000000000000e+00,9.468333333333333046e-01
1.800000000000000000e+01,1.000000000000000000e+00,9.489166666666666305e-01
1.900000000000000000e+01,1.000000000000000000e+00,9.484166666666666856e-01
